Rowid,Country,State lgd code,State,Year,Region-wise installation of electricity,"Energy value type ( potential, capacity, generation )",Types of energy sources,Nature of energy sources,"Types of usage (utility ,captive)",Type of energy sector,Values for renewable electricity
4648,India,28,Andhra Pradesh,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,1049.377
4649,India,28,Andhra Pradesh,2015,SR,Capacity,COGENERATION-BAGASSE,,,,378.2
4650,India,28,Andhra Pradesh,2015,SR,Capacity,SMALL HYDRO,,,,223.23
4651,India,28,Andhra Pradesh,2015,SR,Capacity,SOLAR,,,,242.86
4652,India,28,Andhra Pradesh,2015,SR,Capacity,WASTE,,,,50.66
4653,India,28,Andhra Pradesh,2015,SR,Capacity,WIND,,,,1031.3
4654,India,28,Andhra Pradesh,2015,SR,Potential,BIOMASS,RENEWABLE,,,578
4655,India,28,Andhra Pradesh,2015,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
4656,India,28,Andhra Pradesh,2015,SR,Potential,SMALL HYDRO,RENEWABLE,,,978
4657,India,28,Andhra Pradesh,2015,SR,Potential,SOLAR,RENEWABLE,,,38440
4658,India,28,Andhra Pradesh,2015,SR,Potential,WASTE,RENEWABLE,,,123
4659,India,28,Andhra Pradesh,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,699.283
4660,India,28,Andhra Pradesh,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5749.99
4661,India,28,Andhra Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,15025.53
4662,India,28,Andhra Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,4761.77
4663,India,28,Andhra Pradesh,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,21034.57
4664,India,28,Andhra Pradesh,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,80.81
4665,India,28,Andhra Pradesh,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
4666,India,28,Andhra Pradesh,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1862.49
4667,India,28,Andhra Pradesh,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,361.32
4668,India,28,Andhra Pradesh,2015,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,2561.07
4669,India,28,Andhra Pradesh,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,98.783
4670,India,28,Andhra Pradesh,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,5.17
4671,India,28,Andhra Pradesh,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,119.814
4672,India,28,Andhra Pradesh,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,8.517
4673,India,28,Andhra Pradesh,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,5.25
4674,India,28,Andhra Pradesh,2015,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,1451.296
4675,India,28,Andhra Pradesh,2016,SR,Capacity,COGENERATION-BAGASSE,,,,378.2
4676,India,28,Andhra Pradesh,2016,SR,Capacity,SMALL HYDRO,,,,232.98
4677,India,28,Andhra Pradesh,2016,SR,Capacity,SOLAR,,,,572.96
4678,India,28,Andhra Pradesh,2016,SR,Capacity,WASTE,,,,50.66
4679,India,28,Andhra Pradesh,2016,SR,Capacity,WIND,,,,1431.4
4680,India,28,Andhra Pradesh,2016,SR,Potential,WIND,RENEWABLE,,,44228.6
4681,India,28,Andhra Pradesh,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,699.283
4682,India,28,Andhra Pradesh,2016,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,6176.62
4683,India,28,Andhra Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,14469.64
4684,India,28,Andhra Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,13175.68
4685,India,28,Andhra Pradesh,2016,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,24378.43
4686,India,28,Andhra Pradesh,2016,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,79.82
4687,India,28,Andhra Pradesh,2016,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
4688,India,28,Andhra Pradesh,2016,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,671.33
4689,India,28,Andhra Pradesh,2016,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,619.81
4690,India,28,Andhra Pradesh,2016,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,5535.51
4691,India,28,Andhra Pradesh,2016,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,103.098
4692,India,28,Andhra Pradesh,2016,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,7.31
4693,India,28,Andhra Pradesh,2016,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,282.667
4694,India,28,Andhra Pradesh,2016,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,8.517
4695,India,28,Andhra Pradesh,2016,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,2.63
4696,India,28,Andhra Pradesh,2016,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,2013.041
4697,India,28,Andhra Pradesh,2017,SR,Capacity,COGENERATION-BAGASSE,,,,378.2
4698,India,28,Andhra Pradesh,2017,SR,Capacity,SMALL HYDRO,,,,241.98
4699,India,28,Andhra Pradesh,2017,SR,Capacity,SOLAR,,,,1867.23
4700,India,28,Andhra Pradesh,2017,SR,Capacity,WASTE,,,,58.16
4701,India,28,Andhra Pradesh,2017,SR,Capacity,WIND,,,,3618.85
4702,India,28,Andhra Pradesh,2017,SR,Potential,BIOMASS,RENEWABLE,,,578
4703,India,28,Andhra Pradesh,2017,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
4704,India,28,Andhra Pradesh,2017,SR,Potential,SMALL HYDRO,RENEWABLE,,,978
4705,India,28,Andhra Pradesh,2017,SR,Potential,SOLAR,RENEWABLE,,,38440
4706,India,28,Andhra Pradesh,2017,SR,Potential,WASTE,RENEWABLE,,,123
4707,India,28,Andhra Pradesh,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,519.974
4708,India,28,Andhra Pradesh,2017,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4573.197
4709,India,28,Andhra Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,14173.49
4710,India,28,Andhra Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,16991.88
4711,India,28,Andhra Pradesh,2017,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,27168.67
4712,India,28,Andhra Pradesh,2017,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,62.702
4713,India,28,Andhra Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,6.706
4714,India,28,Andhra Pradesh,2017,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1824.42
4715,India,28,Andhra Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,603.04
4716,India,28,Andhra Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,4997.47
4717,India,28,Andhra Pradesh,2017,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,924.13
4718,India,28,Andhra Pradesh,2017,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,6.902
4719,India,28,Andhra Pradesh,2017,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,168.752
4720,India,28,Andhra Pradesh,2017,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,9.792
4721,India,28,Andhra Pradesh,2017,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1934.26
4722,India,28,Andhra Pradesh,2017,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,4.619
4723,India,28,Andhra Pradesh,2017,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3187.85
4724,India,28,Andhra Pradesh,2018,SR,Capacity,COGENERATION-BAGASSE,,,,378.2
4725,India,28,Andhra Pradesh,2018,SR,Capacity,SMALL HYDRO,,,,162.11
4726,India,28,Andhra Pradesh,2018,SR,Capacity,SOLAR,,,,2195.46
4727,India,28,Andhra Pradesh,2018,SR,Capacity,WASTE,,,,23.16
4728,India,28,Andhra Pradesh,2018,SR,Capacity,WIND,,,,3966.95
4729,India,28,Andhra Pradesh,2018,SR,Potential,BIOMASS,RENEWABLE,,,738
4730,India,28,Andhra Pradesh,2018,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,250
4731,India,28,Andhra Pradesh,2018,SR,Potential,SMALL HYDRO,RENEWABLE,,,409
4732,India,28,Andhra Pradesh,2018,SR,Potential,SOLAR,RENEWABLE,,,3840
4733,India,28,Andhra Pradesh,2018,SR,Potential,WASTE,RENEWABLE,,,123
4734,India,28,Andhra Pradesh,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,395.51
4735,India,28,Andhra Pradesh,2018,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,7313.1
4736,India,28,Andhra Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,11773.71
4737,India,28,Andhra Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,22742.63
4738,India,28,Andhra Pradesh,2018,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,22686.17
4739,India,28,Andhra Pradesh,2018,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,85.168
4740,India,28,Andhra Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
4741,India,28,Andhra Pradesh,2018,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2268.8
4742,India,28,Andhra Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,468.819
4743,India,28,Andhra Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,2425.14
4744,India,28,Andhra Pradesh,2018,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1065.12
4745,India,28,Andhra Pradesh,2018,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,7.18
4746,India,28,Andhra Pradesh,2018,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,181.69
4747,India,28,Andhra Pradesh,2018,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,18.997
4748,India,28,Andhra Pradesh,2018,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,4070.17
4749,India,28,Andhra Pradesh,2018,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,4.783
4750,India,28,Andhra Pradesh,2018,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,6354
4751,India,28,Andhra Pradesh,2019,SR,Capacity,COGENERATION-BAGASSE,,,,378.2
4752,India,28,Andhra Pradesh,2019,SR,Capacity,SMALL HYDRO,,,,162.11
4753,India,28,Andhra Pradesh,2019,SR,Capacity,SOLAR,,,,3085.68
4754,India,28,Andhra Pradesh,2019,SR,Capacity,WASTE,,,,23.16
4755,India,28,Andhra Pradesh,2019,SR,Capacity,WIND,,,,4090.45
4756,India,28,Andhra Pradesh,2019,SR,Potential,BIOMASS,RENEWABLE,,,578
4757,India,28,Andhra Pradesh,2019,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
4758,India,28,Andhra Pradesh,2019,SR,Potential,SMALL HYDRO,RENEWABLE,,,978
4759,India,28,Andhra Pradesh,2019,SR,Potential,SOLAR,RENEWABLE,,,38440
4760,India,28,Andhra Pradesh,2019,SR,Potential,WASTE,RENEWABLE,,,123
4761,India,28,Andhra Pradesh,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,514.309
4762,India,28,Andhra Pradesh,2019,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,8923.05
4763,India,28,Andhra Pradesh,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,12449.08
4764,India,28,Andhra Pradesh,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,19190.4
4765,India,28,Andhra Pradesh,2019,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,24480.69
4766,India,28,Andhra Pradesh,2019,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,723.927
4767,India,28,Andhra Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,5.384
4768,India,28,Andhra Pradesh,2019,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2272.94
4769,India,28,Andhra Pradesh,2019,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,469.2
4770,India,28,Andhra Pradesh,2019,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,3924.4
4771,India,28,Andhra Pradesh,2019,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,826.31
4772,India,28,Andhra Pradesh,2019,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,7.27
4773,India,28,Andhra Pradesh,2019,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,193.118
4774,India,28,Andhra Pradesh,2019,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,36.905
4775,India,28,Andhra Pradesh,2019,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,4965.964
4776,India,28,Andhra Pradesh,2019,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,13.591
4777,India,28,Andhra Pradesh,2019,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,8869.852
4778,India,28,Andhra Pradesh,2020,SR,Capacity,COGENERATION-BAGASSE,,,,477.18
4779,India,28,Andhra Pradesh,2020,SR,Capacity,SMALL HYDRO,,,,162.11
4780,India,28,Andhra Pradesh,2020,SR,Capacity,SOLAR,,,,3610.02
4781,India,28,Andhra Pradesh,2020,SR,Capacity,WASTE,,,,23.16
4782,India,28,Andhra Pradesh,2020,SR,Capacity,WIND,,,,4092.45
4783,India,28,Andhra Pradesh,2020,SR,Potential,BIOMASS,RENEWABLE,,,578
4784,India,28,Andhra Pradesh,2020,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,300
4785,India,28,Andhra Pradesh,2020,SR,Potential,SMALL HYDRO,RENEWABLE,,,409
4786,India,28,Andhra Pradesh,2020,SR,Potential,SOLAR,RENEWABLE,,,38440
4787,India,28,Andhra Pradesh,2020,SR,Potential,WASTE,RENEWABLE,,,123
4788,India,28,Andhra Pradesh,2020,SR,Potential,WIND,RENEWABLE,,,74906
4789,India,28,Andhra Pradesh,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,205.959
4790,India,28,Andhra Pradesh,2020,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,9460.544
4791,India,28,Andhra Pradesh,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,10649.71
4792,India,28,Andhra Pradesh,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,21667.98
4793,India,28,Andhra Pradesh,2020,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,24598.38
4794,India,28,Andhra Pradesh,2020,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,76.429
4795,India,28,Andhra Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,5.384
4796,India,28,Andhra Pradesh,2020,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3013.43
4797,India,28,Andhra Pradesh,2020,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,995.56
4798,India,28,Andhra Pradesh,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,2357.46
4799,India,28,Andhra Pradesh,2020,,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,656.16
4800,India,28,Andhra Pradesh,2020,,Generation,RENEWABLES,RENEWABLE,UTILITY,UTILITY-RE,7.31
4801,India,28,Andhra Pradesh,2020,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,298.186
4802,India,28,Andhra Pradesh,2020,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,21.441
4803,India,28,Andhra Pradesh,2020,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,5855.114
4804,India,28,Andhra Pradesh,2020,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,27.321
4805,India,28,Andhra Pradesh,2020,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,7626.63
4806,India,29,Karnataka,2011,SR,Capacity,COGENERATION-BAGASSE,,,,365.18
4807,India,29,Karnataka,2011,SR,Capacity,SMALL HYDRO,,,,783.35
4808,India,29,Karnataka,2011,SR,Capacity,SOLAR,,,,6
4809,India,29,Karnataka,2011,SR,Capacity,WASTE,,,,1
4810,India,29,Karnataka,2011,SR,Capacity,WIND,,,,1726.85
4811,India,29,Karnataka,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1503.928
4812,India,29,Karnataka,2011,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3831.91
4813,India,29,Karnataka,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,8883.84
4814,India,29,Karnataka,2011,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,11446.78
4815,India,29,Karnataka,2011,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,826.95
4816,India,29,Karnataka,2011,,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,394.6
4817,India,29,Karnataka,2011,,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,527.31
4818,India,29,Karnataka,2011,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,81.9
4819,India,29,Karnataka,2011,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,10746.89
4820,India,29,Karnataka,2011,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,48.18
4821,India,29,Karnataka,2011,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,3873.07
4822,India,29,Karnataka,2011,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,954.302
4823,India,29,Karnataka,2011,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,7.742
4824,India,29,Karnataka,2011,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4825,India,29,Karnataka,2011,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,10.75
4826,India,29,Karnataka,2011,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,2887.733
4827,India,29,Karnataka,2012,SR,Capacity,COGENERATION-BAGASSE,,,,441.18
4828,India,29,Karnataka,2012,SR,Capacity,SMALL HYDRO,,,,882.45
4829,India,29,Karnataka,2012,SR,Capacity,SOLAR,,,,9
4830,India,29,Karnataka,2012,SR,Capacity,WASTE,,,,1
4831,India,29,Karnataka,2012,SR,Capacity,WIND,,,,1933.5
4832,India,29,Karnataka,2012,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1816.92
4833,India,29,Karnataka,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,9854.45
4834,India,29,Karnataka,2012,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,13627.19
4835,India,29,Karnataka,2012,,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,215.42
4836,India,29,Karnataka,2012,,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,415.64
4837,India,29,Karnataka,2012,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,14259.88
4838,India,29,Karnataka,2012,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,5210.69
4839,India,29,Karnataka,2012,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1075.028
4840,India,29,Karnataka,2012,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,11.613
4841,India,29,Karnataka,2012,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4842,India,29,Karnataka,2012,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3233.304
4843,India,29,Karnataka,2013,SR,Capacity,COGENERATION-BAGASSE,,,,491.38
4844,India,29,Karnataka,2013,SR,Capacity,SMALL HYDRO,,,,963.758
4845,India,29,Karnataka,2013,SR,Capacity,SOLAR,,,,14
4846,India,29,Karnataka,2013,SR,Capacity,WASTE,,,,1
4847,India,29,Karnataka,2013,SR,Capacity,WIND,,,,2135.15
4848,India,29,Karnataka,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2023.66
4849,India,29,Karnataka,2013,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5898.71
4850,India,29,Karnataka,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,14126.14
4851,India,29,Karnataka,2013,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,14208.37
4852,India,29,Karnataka,2013,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1177.97
4853,India,29,Karnataka,2013,,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,94.29
4854,India,29,Karnataka,2013,,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,225.75
4855,India,29,Karnataka,2013,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,58.76
4856,India,29,Karnataka,2013,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,10169.78
4857,India,29,Karnataka,2013,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2825.66
4858,India,29,Karnataka,2013,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,5442.13
4859,India,29,Karnataka,2013,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1174.08
4860,India,29,Karnataka,2013,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,18.064
4861,India,29,Karnataka,2013,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4862,India,29,Karnataka,2013,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,36.84
4863,India,29,Karnataka,2013,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3570.514
4864,India,29,Karnataka,2014,SR,Capacity,COGENERATION-BAGASSE,,,,603.28
4865,India,29,Karnataka,2014,SR,Capacity,SMALL HYDRO,,,,1031.66
4866,India,29,Karnataka,2014,SR,Capacity,SOLAR,,,,31
4867,India,29,Karnataka,2014,SR,Capacity,WASTE,,,,1
4868,India,29,Karnataka,2014,SR,Capacity,WIND,,,,2318.2
4869,India,29,Karnataka,2014,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2484.5
4870,India,29,Karnataka,2014,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,7714.05
4871,India,29,Karnataka,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,13945.38
4872,India,29,Karnataka,2014,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,15853.25
4873,India,29,Karnataka,2014,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1157.93
4874,India,29,Karnataka,2014,,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,24.41
4875,India,29,Karnataka,2014,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,63.78
4876,India,29,Karnataka,2014,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,12851.04
4877,India,29,Karnataka,2014,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2316.88
4878,India,29,Karnataka,2014,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,6539.06
4879,India,29,Karnataka,2014,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1256.801
4880,India,29,Karnataka,2014,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.04
4881,India,29,Karnataka,2014,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,40
4882,India,29,Karnataka,2014,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4883,India,29,Karnataka,2014,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,27.72
4884,India,29,Karnataka,2014,,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3876.62
4885,India,29,Karnataka,2015,SR,Capacity,COGENERATION-BAGASSE,,,,1346
4886,India,29,Karnataka,2015,SR,Capacity,SMALL HYDRO,,,,1129.73
4887,India,29,Karnataka,2015,SR,Capacity,SOLAR,,,,77.22
4888,India,29,Karnataka,2015,SR,Capacity,WASTE,,,,1
4889,India,29,Karnataka,2015,SR,Capacity,WIND,,,,2638.2
4890,India,29,Karnataka,2015,SR,Potential,BIOMASS,RENEWABLE,,,1131
4891,India,29,Karnataka,2015,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,,,450
4892,India,29,Karnataka,2015,SR,Potential,SMALL HYDRO,RENEWABLE,,,4141
4893,India,29,Karnataka,2015,SR,Potential,SOLAR,RENEWABLE,,,24700
4894,India,29,Karnataka,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,2735.717
4895,India,29,Karnataka,2015,,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12515.92
4896,India,29,Karnataka,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,0
4897,India,29,Karnataka,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,13754.38
4898,India,29,Karnataka,2015,,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,16786.45
4899,India,29,Karnataka,2015,,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1535.53
4900,India,29,Karnataka,2015,,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,82.52
4901,India,29,Karnataka,2015,,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,13160.3
4902,India,29,Karnataka,2015,,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,2658.39
4903,India,29,Karnataka,2015,,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,6462.17
4904,India,29,Karnataka,2015,,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,1376.273
4905,India,29,Karnataka,2015,,Generation,SOLAR,RENEWABLE,CAPTIVE,CAPTIVE,0.04
4906,India,29,Karnataka,2015,,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,99.639
4907,India,29,Karnataka,2015,,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
4908,India,29,Karnataka,2015,,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,28.93
