Rowid,Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
1,India,1,Jammu And Kashmir,2011,RAW COAL,CEMENT,0.051
2,India,1,Jammu And Kashmir,2011,RAW COAL,OTHER,0.108
3,India,1,Jammu And Kashmir,2012,RAW COAL,BRICKS,0.017
4,India,1,Jammu And Kashmir,2012,RAW COAL,CEMENT,0.03
5,India,1,Jammu And Kashmir,2012,RAW COAL,OTHER,0.044
6,India,1,Jammu And Kashmir,2012,RAW COAL,TEXTILES & RAYONS,0.001
7,India,1,Jammu And Kashmir,2014,RAW COAL,BRICKS,0.011
8,India,1,Jammu And Kashmir,2014,RAW COAL,CEMENT,0.015
9,India,1,Jammu And Kashmir,2014,RAW COAL,OTHER,0.012
10,India,1,Jammu And Kashmir,2014,RAW COAL,PULP & PAPER,0.008
11,India,1,Jammu And Kashmir,2014,RAW COAL,TEXTILES & RAYONS,0.001
12,India,1,Jammu And Kashmir,2015,RAW COAL,BRICKS,0.011
13,India,1,Jammu And Kashmir,2015,RAW COAL,CEMENT,0.023
14,India,1,Jammu And Kashmir,2015,RAW COAL,OTHER,0.012
15,India,1,Jammu And Kashmir,2015,RAW COAL,PULP & PAPER,0.009
16,India,1,Jammu And Kashmir,2015,RAW COAL,TEXTILES & RAYONS,0.001
17,India,1,Jammu And Kashmir,2016,RAW COAL,BRICKS,0.009
18,India,1,Jammu And Kashmir,2016,RAW COAL,CEMENT,0.031
19,India,1,Jammu And Kashmir,2016,RAW COAL,TEXTILES & RAYONS,0.001
20,India,1,Jammu And Kashmir,2017,RAW COAL,BRICKS,0.00784810432331093098232
21,India,1,Jammu And Kashmir,2017,RAW COAL,CEMENT,0.00882911736372479735511
22,India,1,Jammu And Kashmir,2017,RAW COAL,OTHER,0.00098101304041386637279
23,India,1,Jammu And Kashmir,2018,RAW COAL,CEMENT,0.02648735209117439206533
24,India,1,Jammu And Kashmir,2018,RAW COAL,OTHER,0.03825950857614078853881
25,India,1,Jammu And Kashmir,2019,RAW COAL,CEMENT,0.011
26,India,1,Jammu And Kashmir,2019,RAW COAL,OTHER,0.024
27,India,1,Jammu And Kashmir,2020,RAW COAL,CEMENT,0.00784810432331093098232
28,India,1,Jammu And Kashmir,2020,RAW COAL,OTHER,0.0098101304041386637279
29,India,2,Himachal Pradesh,2011,RAW COAL,CEMENT,0.541
30,India,2,Himachal Pradesh,2011,RAW COAL,OTHER,0.034
31,India,2,Himachal Pradesh,2011,RAW COAL,POWER (CAPTIVE),0.074
32,India,2,Himachal Pradesh,2012,RAW COAL,CEMENT,0.501
33,India,2,Himachal Pradesh,2012,RAW COAL,OTHER,0.002
34,India,2,Himachal Pradesh,2012,RAW COAL,POWER (CAPTIVE),0.093
35,India,2,Himachal Pradesh,2012,RAW COAL,POWER (UTILITY),0.07
36,India,2,Himachal Pradesh,2012,RAW COAL,PULP & PAPER,0.008
37,India,2,Himachal Pradesh,2013,RAW COAL,CEMENT,0.433
38,India,2,Himachal Pradesh,2013,RAW COAL,OTHER,0.001
39,India,2,Himachal Pradesh,2013,RAW COAL,POWER (CAPTIVE),0.068
40,India,2,Himachal Pradesh,2014,RAW COAL,CEMENT,0.281
41,India,2,Himachal Pradesh,2015,RAW COAL,CEMENT,0.214
42,India,2,Himachal Pradesh,2016,RAW COAL,CEMENT,0.074
43,India,2,Himachal Pradesh,2018,RAW COAL,CEMENT,0.026
44,India,2,Himachal Pradesh,2019,RAW COAL,CEMENT,0.022
45,India,2,Himachal Pradesh,2020,RAW COAL,CEMENT,0.027
46,India,2,Himachal Pradesh,2020,RAW COAL,OTHER,0.004
47,India,3,Punjab,2011,RAW COAL,FERTILISERS,1.111
48,India,3,Punjab,2011,RAW COAL,OTHER,0.24
49,India,3,Punjab,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
50,India,3,Punjab,2011,RAW COAL,POWER (CAPTIVE),0.26
51,India,3,Punjab,2011,RAW COAL,POWER (UTILITY),12.545
52,India,3,Punjab,2011,WASHED COAL,POWER (UTILITY),0.049
53,India,3,Punjab,2012,RAW COAL,FERTILISERS,1.07
54,India,3,Punjab,2012,RAW COAL,OTHER,0.37
55,India,3,Punjab,2012,RAW COAL,POWER (CAPTIVE),0.118
56,India,3,Punjab,2012,RAW COAL,POWER (UTILITY),12.632
57,India,3,Punjab,2013,RAW COAL,CEMENT,0.004
58,India,3,Punjab,2013,RAW COAL,FERTILISERS,0.948
59,India,3,Punjab,2013,RAW COAL,OTHER,0.267
60,India,3,Punjab,2013,RAW COAL,POWER (CAPTIVE),7.105
61,India,3,Punjab,2013,RAW COAL,POWER (UTILITY),4.607
62,India,3,Punjab,2014,RAW COAL,FERTILISERS,0.693
63,India,3,Punjab,2014,RAW COAL,OTHER,0.24
64,India,3,Punjab,2014,RAW COAL,POWER (CAPTIVE),6.223
65,India,3,Punjab,2014,RAW COAL,POWER (UTILITY),5.159
66,India,3,Punjab,2015,RAW COAL,FERTILISERS,0.603
67,India,3,Punjab,2015,RAW COAL,OTHER,0.165
68,India,3,Punjab,2015,RAW COAL,POWER (CAPTIVE),7.206
69,India,3,Punjab,2015,RAW COAL,POWER (UTILITY),10.209
70,India,3,Punjab,2016,RAW COAL,FERTILISERS,0.373
71,India,3,Punjab,2016,RAW COAL,OTHER,0.035
72,India,3,Punjab,2016,RAW COAL,POWER (CAPTIVE),0.334
73,India,3,Punjab,2016,RAW COAL,POWER (UTILITY),11.786
74,India,3,Punjab,2017,RAW COAL,FERTILISERS,0.694
75,India,3,Punjab,2017,RAW COAL,OTHER,0.028
76,India,3,Punjab,2017,RAW COAL,POWER (CAPTIVE),0.21
77,India,3,Punjab,2017,RAW COAL,POWER (UTILITY),12.457
78,India,3,Punjab,2017,WASHED COAL,POWER (UTILITY),0.012
79,India,3,Punjab,2018,RAW COAL,FERTILISERS,0.522
80,India,3,Punjab,2018,RAW COAL,OTHER,0.04
81,India,3,Punjab,2018,RAW COAL,POWER (CAPTIVE),0.2
82,India,3,Punjab,2018,RAW COAL,POWER (UTILITY),11.753
83,India,3,Punjab,2018,WASHED COAL,POWER (UTILITY),0.048
84,India,3,Punjab,2019,LIGNITE,CEMENT,0.305
85,India,3,Punjab,2019,LIGNITE,OTHER,0.711
86,India,3,Punjab,2019,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.186
87,India,3,Punjab,2019,LIGNITE,POWER (UTILITY),0.058
88,India,3,Punjab,2019,LIGNITE,TEXTILES & RAYONS,0.057
89,India,3,Punjab,2019,RAW COAL,FERTILISERS,0.557
90,India,3,Punjab,2019,RAW COAL,OTHER,0.098
91,India,3,Punjab,2019,RAW COAL,POWER (CAPTIVE),0.051
92,India,3,Punjab,2019,RAW COAL,POWER (UTILITY),16.71
93,India,3,Punjab,2020,RAW COAL,FERTILISERS,0.608
94,India,3,Punjab,2020,RAW COAL,OTHER,0.039
95,India,3,Punjab,2020,RAW COAL,POWER (CAPTIVE),12.414
96,India,5,Uttarakhand,2011,RAW COAL,OTHER,0.344
97,India,5,Uttarakhand,2011,RAW COAL,POWER (CAPTIVE),0.402
98,India,5,Uttarakhand,2012,RAW COAL,OTHER,0.221
99,India,5,Uttarakhand,2012,RAW COAL,POWER (CAPTIVE),0.341
100,India,5,Uttarakhand,2013,RAW COAL,OTHER,0.293
101,India,5,Uttarakhand,2013,RAW COAL,POWER (CAPTIVE),0.299
102,India,5,Uttarakhand,2013,RAW COAL,PULP & PAPER,0.001
103,India,5,Uttarakhand,2014,RAW COAL,OTHER,0.146
104,India,5,Uttarakhand,2014,RAW COAL,POWER (CAPTIVE),0.362
105,India,5,Uttarakhand,2015,RAW COAL,OTHER,0.15
106,India,5,Uttarakhand,2015,RAW COAL,POWER (CAPTIVE),0.302
107,India,5,Uttarakhand,2016,RAW COAL,OTHER,0.076
108,India,5,Uttarakhand,2016,RAW COAL,POWER (CAPTIVE),0.502
109,India,5,Uttarakhand,2017,RAW COAL,OTHER,0.103
110,India,5,Uttarakhand,2017,RAW COAL,POWER (CAPTIVE),0.357
111,India,5,Uttarakhand,2018,RAW COAL,OTHER,0.112
112,India,5,Uttarakhand,2018,RAW COAL,POWER (CAPTIVE),0.198
113,India,5,Uttarakhand,2019,RAW COAL,OTHER,3.042
114,India,5,Uttarakhand,2020,RAW COAL,OTHER,0.317
115,India,5,Uttarakhand,2020,RAW COAL,POWER (CAPTIVE),0.648
116,India,6,Haryana,2011,RAW COAL,CHEMICAL,0.001
117,India,6,Haryana,2011,RAW COAL,FERTILISERS,0.622
118,India,6,Haryana,2011,RAW COAL,OTHER,0.078
119,India,6,Haryana,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.035
120,India,6,Haryana,2011,RAW COAL,POWER (CAPTIVE),0.06
121,India,6,Haryana,2011,RAW COAL,POWER (UTILITY),12.27
122,India,6,Haryana,2011,RAW COAL,PULP & PAPER,0.061
123,India,6,Haryana,2011,WASHED COAL,POWER (UTILITY),0.494
124,India,6,Haryana,2012,RAW COAL,FERTILISERS,0.66
125,India,6,Haryana,2012,RAW COAL,OTHER,0.047
126,India,6,Haryana,2012,RAW COAL,POWER (CAPTIVE),0.041
127,India,6,Haryana,2012,RAW COAL,POWER (UTILITY),16.266
128,India,6,Haryana,2012,WASHED COAL,POWER (UTILITY),0.557
129,India,6,Haryana,2013,MIDDLINGS,POWER (UTILITY),0.104
130,India,6,Haryana,2013,RAW COAL,FERTILISERS,0.508
131,India,6,Haryana,2013,RAW COAL,OTHER,0.062
132,India,6,Haryana,2013,RAW COAL,POWER (CAPTIVE),0.004
133,India,6,Haryana,2013,RAW COAL,POWER (UTILITY),15.633
134,India,6,Haryana,2013,RAW COAL,PULP & PAPER,0.049
135,India,6,Haryana,2013,WASHED COAL,POWER (UTILITY),0.083
136,India,6,Haryana,2014,RAW COAL,CEMENT,0.016
137,India,6,Haryana,2014,RAW COAL,FERTILISERS,0.439
138,India,6,Haryana,2014,RAW COAL,OTHER,0.065
139,India,6,Haryana,2014,RAW COAL,POWER (UTILITY),13.293
140,India,6,Haryana,2014,WASHED COAL,POWER (UTILITY),0.079
141,India,6,Haryana,2015,MIDDLINGS,POWER (UTILITY),0.204
142,India,6,Haryana,2015,RAW COAL,FERTILISERS,0.362
143,India,6,Haryana,2015,RAW COAL,OTHER,0.043
144,India,6,Haryana,2015,RAW COAL,POWER (UTILITY),13.944
145,India,6,Haryana,2015,WASHED COAL,POWER (UTILITY),0.039
146,India,6,Haryana,2016,MIDDLINGS,POWER (UTILITY),0.175
147,India,6,Haryana,2016,RAW COAL,FERTILISERS,0.658
148,India,6,Haryana,2016,RAW COAL,OTHER,0.045
149,India,6,Haryana,2016,RAW COAL,POWER (UTILITY),13.311
150,India,6,Haryana,2016,WASHED COAL,POWER (UTILITY),0.219
151,India,6,Haryana,2017,RAW COAL,FERTILISERS,0.41
152,India,6,Haryana,2017,RAW COAL,OTHER,0.251
153,India,6,Haryana,2017,RAW COAL,POWER (UTILITY),11.279
154,India,6,Haryana,2017,WASHED COAL,POWER (UTILITY),0.528
155,India,6,Haryana,2018,RAW COAL,FERTILISERS,0.342
156,India,6,Haryana,2018,RAW COAL,OTHER,0.012
157,India,6,Haryana,2018,RAW COAL,POWER (UTILITY),14.509
158,India,6,Haryana,2018,WASHED COAL,POWER (UTILITY),0.412
159,India,6,Haryana,2019,MIDDLINGS,POWER (UTILITY),0.008
160,India,6,Haryana,2019,RAW COAL,FERTILISERS,0.364
161,India,6,Haryana,2019,RAW COAL,OTHER,0.076
162,India,6,Haryana,2019,RAW COAL,POWER (UTILITY),17.147
163,India,6,Haryana,2019,WASHED COAL,POWER (UTILITY),0.516
164,India,6,Haryana,2020,MIDDLINGS,POWER (CAPTIVE),0.006
165,India,6,Haryana,2020,RAW COAL,FERTILISERS,0.368
166,India,6,Haryana,2020,RAW COAL,OTHER,0.001
167,India,6,Haryana,2020,RAW COAL,POWER (CAPTIVE),11.379
168,India,6,Haryana,2020,WASHED COAL,POWER (CAPTIVE),0.428
169,India,7,Delhi,2011,RAW COAL,OTHER,0.131
170,India,7,Delhi,2011,RAW COAL,POWER (UTILITY),1.34
171,India,7,Delhi,2011,WASHED COAL,POWER (UTILITY),1.599
172,India,7,Delhi,2012,RAW COAL,OTHER,0.243
173,India,7,Delhi,2012,RAW COAL,POWER (UTILITY),3.561
174,India,7,Delhi,2012,WASHED COAL,POWER (UTILITY),1.06
175,India,7,Delhi,2013,MIDDLINGS,POWER (UTILITY),0.004
176,India,7,Delhi,2013,RAW COAL,CEMENT,0.015
177,India,7,Delhi,2013,RAW COAL,OTHER,0.108
178,India,7,Delhi,2013,RAW COAL,POWER (CAPTIVE),0.072
179,India,7,Delhi,2013,RAW COAL,POWER (UTILITY),3.66
180,India,7,Delhi,2013,RAW COAL,TEXTILES & RAYONS,0.002
181,India,7,Delhi,2013,WASHED COAL,POWER (UTILITY),0.998
182,India,7,Delhi,2014,MIDDLINGS,POWER (UTILITY),0.023
183,India,7,Delhi,2014,RAW COAL,CEMENT,0.015
184,India,7,Delhi,2014,RAW COAL,OTHER,0.113
185,India,7,Delhi,2014,RAW COAL,POWER (UTILITY),4.279
186,India,7,Delhi,2014,RAW COAL,PULP & PAPER,0.084
187,India,7,Delhi,2014,WASHED COAL,POWER (UTILITY),0.985
188,India,7,Delhi,2015,MIDDLINGS,POWER (UTILITY),0.004
189,India,7,Delhi,2015,RAW COAL,CEMENT,0.03
190,India,7,Delhi,2015,RAW COAL,OTHER,0.083
191,India,7,Delhi,2015,RAW COAL,POWER (CAPTIVE),0.039
192,India,7,Delhi,2015,RAW COAL,POWER (UTILITY),4.235
193,India,7,Delhi,2015,RAW COAL,PULP & PAPER,0.034
194,India,7,Delhi,2015,WASHED COAL,POWER (UTILITY),0.822
195,India,7,Delhi,2016,MIDDLINGS,POWER (UTILITY),0.008
196,India,7,Delhi,2016,RAW COAL,CEMENT,0.03
197,India,7,Delhi,2016,RAW COAL,OTHER,0.037
198,India,7,Delhi,2016,RAW COAL,POWER (CAPTIVE),0.064
199,India,7,Delhi,2016,RAW COAL,POWER (UTILITY),2.143
200,India,7,Delhi,2016,RAW COAL,PULP & PAPER,0.029
201,India,7,Delhi,2016,WASHED COAL,POWER (UTILITY),0.042
202,India,7,Delhi,2017,MIDDLINGS,POWER (UTILITY),0.045
203,India,7,Delhi,2017,RAW COAL,POWER (CAPTIVE),0.004
204,India,7,Delhi,2017,RAW COAL,POWER (UTILITY),0.008
205,India,7,Delhi,2017,WASHED COAL,POWER (UTILITY),1.139
206,India,7,Delhi,2018,MIDDLINGS,POWER (UTILITY),0.039
207,India,7,Delhi,2018,RAW COAL,OTHER,0.003
208,India,7,Delhi,2018,RAW COAL,POWER (UTILITY),0.211
209,India,7,Delhi,2018,WASHED COAL,POWER (UTILITY),0.831
210,India,7,Delhi,2019,MIDDLINGS,POWER (UTILITY),0.055
211,India,7,Delhi,2019,RAW COAL,OTHER,0.001
212,India,7,Delhi,2019,RAW COAL,POWER (UTILITY),0.468
213,India,7,Delhi,2019,WASHED COAL,POWER (UTILITY),0.33
214,India,8,Rajasthan,2011,LIGNITE,CEMENT,0.011
215,India,8,Rajasthan,2011,LIGNITE,CHEMICAL,0.014
216,India,8,Rajasthan,2011,LIGNITE,POWER (UTILITY),1.353
217,India,8,Rajasthan,2011,LIGNITE,TEXTILES & RAYONS,0.147
218,India,8,Rajasthan,2011,RAW COAL,CEMENT,0.722
219,India,8,Rajasthan,2011,RAW COAL,CHEMICAL,0.014
220,India,8,Rajasthan,2011,RAW COAL,FERTILISERS,0.327
221,India,8,Rajasthan,2011,RAW COAL,OTHER,0.191
222,India,8,Rajasthan,2011,RAW COAL,POWER (CAPTIVE),1.892
223,India,8,Rajasthan,2011,RAW COAL,POWER (UTILITY),12.654
224,India,8,Rajasthan,2011,WASHED COAL,POWER (UTILITY),1.725
225,India,8,Rajasthan,2012,LIGNITE,BRICKS,0.053
226,India,8,Rajasthan,2012,LIGNITE,CEMENT,0.088
227,India,8,Rajasthan,2012,LIGNITE,CHEMICAL,0.038
228,India,8,Rajasthan,2012,LIGNITE,FERTILISERS,0.002
229,India,8,Rajasthan,2012,LIGNITE,OTHER,0.502
230,India,8,Rajasthan,2012,LIGNITE,POWER (UTILITY),2.149
231,India,8,Rajasthan,2012,LIGNITE,STEEL (BOILERS),0.001
232,India,8,Rajasthan,2012,LIGNITE,TEXTILES & RAYONS,0.132
233,India,8,Rajasthan,2012,RAW COAL,CEMENT,0.799
234,India,8,Rajasthan,2012,RAW COAL,FERTILISERS,0.342
235,India,8,Rajasthan,2012,RAW COAL,OTHER,0.813
236,India,8,Rajasthan,2012,RAW COAL,POWER (CAPTIVE),1.956
237,India,8,Rajasthan,2012,RAW COAL,POWER (UTILITY),14.467
238,India,8,Rajasthan,2012,WASHED COAL,POWER (UTILITY),1.601
239,India,8,Rajasthan,2013,LIGNITE,CEMENT,0.175
240,India,8,Rajasthan,2013,LIGNITE,CHEMICAL,0.013
241,India,8,Rajasthan,2013,LIGNITE,OTHER,0.544
242,India,8,Rajasthan,2013,LIGNITE,POWER (UTILITY),5.156
243,India,8,Rajasthan,2013,LIGNITE,TEXTILES & RAYONS,0.064
244,India,8,Rajasthan,2013,MIDDLINGS,POWER (CAPTIVE),0.084
245,India,8,Rajasthan,2013,RAW COAL,CEMENT,0.694
246,India,8,Rajasthan,2013,RAW COAL,FERTILISERS,0.291
247,India,8,Rajasthan,2013,RAW COAL,OTHER,0.05
248,India,8,Rajasthan,2013,RAW COAL,POWER (CAPTIVE),2.874
249,India,8,Rajasthan,2013,RAW COAL,POWER (UTILITY),15.854
250,India,8,Rajasthan,2013,RAW COAL,TEXTILES & RAYONS,0.046
251,India,8,Rajasthan,2013,WASHED COAL,POWER (CAPTIVE),0.229
252,India,8,Rajasthan,2013,WASHED COAL,POWER (UTILITY),0.407
253,India,8,Rajasthan,2014,LIGNITE,CEMENT,0.174
254,India,8,Rajasthan,2014,LIGNITE,CHEMICAL,0.002
255,India,8,Rajasthan,2014,LIGNITE,OTHER,0.571
256,India,8,Rajasthan,2014,LIGNITE,POWER (UTILITY),5.253
257,India,8,Rajasthan,2014,LIGNITE,PULP & PAPER,0.004
258,India,8,Rajasthan,2014,LIGNITE,TEXTILES & RAYONS,0.065
259,India,8,Rajasthan,2014,RAW COAL,CEMENT,0.458
260,India,8,Rajasthan,2014,RAW COAL,FERTILISERS,0.275
261,India,8,Rajasthan,2014,RAW COAL,OTHER,0.038
262,India,8,Rajasthan,2014,RAW COAL,POWER (CAPTIVE),2.717
263,India,8,Rajasthan,2014,RAW COAL,POWER (UTILITY),14.47
264,India,8,Rajasthan,2014,RAW COAL,TEXTILES & RAYONS,0.035
265,India,8,Rajasthan,2014,WASHED COAL,POWER (CAPTIVE),0.953
266,India,8,Rajasthan,2014,WASHED COAL,POWER (UTILITY),0.389
267,India,8,Rajasthan,2015,LIGNITE,CEMENT,0.201
268,India,8,Rajasthan,2015,LIGNITE,FERTILISERS,0.041
269,India,8,Rajasthan,2015,LIGNITE,OTHER,0.66
270,India,8,Rajasthan,2015,LIGNITE,POWER (UTILITY),8.204
271,India,8,Rajasthan,2015,LIGNITE,TEXTILES & RAYONS,0.045
272,India,8,Rajasthan,2015,RAW COAL,CEMENT,0.603
273,India,8,Rajasthan,2015,RAW COAL,FERTILISERS,0.282
274,India,8,Rajasthan,2015,RAW COAL,OTHER,0.038
275,India,8,Rajasthan,2015,RAW COAL,POWER (CAPTIVE),1.235
276,India,8,Rajasthan,2015,RAW COAL,POWER (UTILITY),15.768
277,India,8,Rajasthan,2015,RAW COAL,TEXTILES & RAYONS,0.027
278,India,8,Rajasthan,2015,WASHED COAL,POWER (CAPTIVE),2.983
279,India,8,Rajasthan,2015,WASHED COAL,POWER (UTILITY),0.031
280,India,8,Rajasthan,2016,LIGNITE,CEMENT,0.087
281,India,8,Rajasthan,2016,LIGNITE,OTHER,0.599
282,India,8,Rajasthan,2016,LIGNITE,POWER (UTILITY),7.669
283,India,8,Rajasthan,2016,LIGNITE,TEXTILES & RAYONS,0.004
284,India,8,Rajasthan,2016,RAW COAL,CEMENT,0.355
285,India,8,Rajasthan,2016,RAW COAL,FERTILISERS,0.255
286,India,8,Rajasthan,2016,RAW COAL,OTHER,0.062
287,India,8,Rajasthan,2016,RAW COAL,POWER (CAPTIVE),1.814
288,India,8,Rajasthan,2016,RAW COAL,POWER (UTILITY),11.126
289,India,8,Rajasthan,2016,RAW COAL,TEXTILES & RAYONS,0.019
290,India,8,Rajasthan,2016,WASHED COAL,POWER (CAPTIVE),5.479
291,India,8,Rajasthan,2016,WASHED COAL,POWER (UTILITY),0.061
292,India,8,Rajasthan,2017,LIGNITE,BRICKS,0
293,India,8,Rajasthan,2017,LIGNITE,CEMENT,0.099
294,India,8,Rajasthan,2017,LIGNITE,CHEMICAL,0.002
295,India,8,Rajasthan,2017,LIGNITE,FERTILISERS,0
296,India,8,Rajasthan,2017,LIGNITE,OTHER,0.448
297,India,8,Rajasthan,2017,LIGNITE,POWER (CAPTIVE),6.483
298,India,8,Rajasthan,2017,LIGNITE,POWER (UTILITY),1.413
299,India,8,Rajasthan,2017,RAW COAL,CEMENT,0.148
300,India,8,Rajasthan,2017,RAW COAL,FERTILISERS,0.307
301,India,8,Rajasthan,2017,RAW COAL,OTHER,0.014
302,India,8,Rajasthan,2017,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.134
303,India,8,Rajasthan,2017,RAW COAL,POWER (CAPTIVE),0.471
304,India,8,Rajasthan,2017,RAW COAL,POWER (UTILITY),9.593
305,India,8,Rajasthan,2017,RAW COAL,TEXTILES & RAYONS,0.028
306,India,8,Rajasthan,2017,WASHED COAL,POWER (CAPTIVE),7.342
307,India,8,Rajasthan,2017,WASHED COAL,POWER (UTILITY),0.135
308,India,8,Rajasthan,2018,LIGNITE,BRICKS,0
309,India,8,Rajasthan,2018,LIGNITE,CEMENT,0.262
310,India,8,Rajasthan,2018,LIGNITE,CHEMICAL,0.001
311,India,8,Rajasthan,2018,LIGNITE,FERTILISERS,0
312,India,8,Rajasthan,2018,LIGNITE,OTHER,0.751
313,India,8,Rajasthan,2018,LIGNITE,POWER (CAPTIVE),6.537
314,India,8,Rajasthan,2018,LIGNITE,POWER (UTILITY),1.584
315,India,8,Rajasthan,2018,LIGNITE,TEXTILES & RAYONS,0.005
316,India,8,Rajasthan,2018,RAW COAL,CEMENT,0.184
317,India,8,Rajasthan,2018,RAW COAL,FERTILISERS,0.271
318,India,8,Rajasthan,2018,RAW COAL,OTHER,0.016
319,India,8,Rajasthan,2018,RAW COAL,POWER (CAPTIVE),0.561
320,India,8,Rajasthan,2018,RAW COAL,POWER (UTILITY),9.79
321,India,8,Rajasthan,2018,RAW COAL,TEXTILES & RAYONS,0.008
322,India,8,Rajasthan,2018,WASHED COAL,POWER (CAPTIVE),7.052
323,India,8,Rajasthan,2019,LIGNITE,POWER (CAPTIVE),6.22
324,India,8,Rajasthan,2019,LIGNITE,POWER (UTILITY),1.208
325,India,8,Rajasthan,2019,RAW COAL,CEMENT,0.165
326,India,8,Rajasthan,2019,RAW COAL,FERTILISERS,0.25
327,India,8,Rajasthan,2019,RAW COAL,OTHER,0.277
328,India,8,Rajasthan,2019,RAW COAL,POWER (CAPTIVE),0.474
329,India,8,Rajasthan,2019,RAW COAL,POWER (UTILITY),13.383
330,India,8,Rajasthan,2019,RAW COAL,SPONGE IRON,0.004
331,India,8,Rajasthan,2019,WASHED COAL,POWER (CAPTIVE),12.113
332,India,8,Rajasthan,2020,LIGNITE,CEMENT,0.224
333,India,8,Rajasthan,2020,LIGNITE,OTHER,0.483
334,India,8,Rajasthan,2020,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.043
335,India,8,Rajasthan,2020,LIGNITE,POWER (CAPTIVE),7.348
336,India,8,Rajasthan,2020,LIGNITE,TEXTILES & RAYONS,0.04
337,India,8,Rajasthan,2020,RAW COAL,CEMENT,0.28
338,India,8,Rajasthan,2020,RAW COAL,FERTILISERS,0.327
339,India,8,Rajasthan,2020,RAW COAL,OTHER,0.51
340,India,8,Rajasthan,2020,RAW COAL,POWER (CAPTIVE),15.391
341,India,8,Rajasthan,2020,WASHED COAL,POWER (CAPTIVE),11.233
342,India,9,Uttar Pradesh,2011,MIDDLINGS,OTHER,0.058
343,India,9,Uttar Pradesh,2011,MIDDLINGS,POWER (UTILITY),0.249
344,India,9,Uttar Pradesh,2011,RAW COAL,CEMENT,0.169
345,India,9,Uttar Pradesh,2011,RAW COAL,CHEMICAL,0.021
346,India,9,Uttar Pradesh,2011,RAW COAL,FERTILISERS,0.317
347,India,9,Uttar Pradesh,2011,RAW COAL,METALLURGICAL USE- COKERIES,0.131
348,India,9,Uttar Pradesh,2011,RAW COAL,OTHER,5.683
349,India,9,Uttar Pradesh,2011,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.249
350,India,9,Uttar Pradesh,2011,RAW COAL,POWER (CAPTIVE),3.871
351,India,9,Uttar Pradesh,2011,RAW COAL,POWER (UTILITY),41.286
352,India,9,Uttar Pradesh,2011,RAW COAL,PULP & PAPER,0.022
353,India,9,Uttar Pradesh,2011,RAW COAL,SPONGE IRON,0.177
354,India,9,Uttar Pradesh,2011,WASHED COAL,POWER (UTILITY),6.974
355,India,9,Uttar Pradesh,2012,MIDDLINGS,POWER (UTILITY),0.113
356,India,9,Uttar Pradesh,2012,RAW COAL,CEMENT,0.012
357,India,9,Uttar Pradesh,2012,RAW COAL,CHEMICAL,0.012
358,India,9,Uttar Pradesh,2012,RAW COAL,FERTILISERS,0.293
359,India,9,Uttar Pradesh,2012,RAW COAL,METALLURGICAL USE- COKERIES,0.069
360,India,9,Uttar Pradesh,2012,RAW COAL,OTHER,3.911
361,India,9,Uttar Pradesh,2012,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.24
362,India,9,Uttar Pradesh,2012,RAW COAL,POWER (CAPTIVE),3.797
363,India,9,Uttar Pradesh,2012,RAW COAL,POWER (UTILITY),48.052
364,India,9,Uttar Pradesh,2012,RAW COAL,PULP & PAPER,0.004
365,India,9,Uttar Pradesh,2012,RAW COAL,SPONGE IRON,0.522
366,India,9,Uttar Pradesh,2012,WASHED COAL,POWER (UTILITY),6.361
367,India,9,Uttar Pradesh,2013,MIDDLINGS,POWER (UTILITY),0.429
368,India,9,Uttar Pradesh,2013,RAW COAL,BRICKS,1.242
369,India,9,Uttar Pradesh,2013,RAW COAL,CEMENT,0.17
370,India,9,Uttar Pradesh,2013,RAW COAL,CHEMICAL,0.018
371,India,9,Uttar Pradesh,2013,RAW COAL,FERTILISERS,0.304
372,India,9,Uttar Pradesh,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.09
373,India,9,Uttar Pradesh,2013,RAW COAL,OTHER,2.963
374,India,9,Uttar Pradesh,2013,RAW COAL,POWER (CAPTIVE),4.208
375,India,9,Uttar Pradesh,2013,RAW COAL,POWER (UTILITY),51.108
376,India,9,Uttar Pradesh,2013,RAW COAL,SPONGE IRON,0.124
377,India,9,Uttar Pradesh,2013,WASHED COAL,POWER (UTILITY),8.799
378,India,9,Uttar Pradesh,2014,MIDDLINGS,POWER (UTILITY),0.355
379,India,9,Uttar Pradesh,2014,RAW COAL,BRICKS,2.71
380,India,9,Uttar Pradesh,2014,RAW COAL,CEMENT,0.155
381,India,9,Uttar Pradesh,2014,RAW COAL,FERTILISERS,0.248
382,India,9,Uttar Pradesh,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.032
383,India,9,Uttar Pradesh,2014,RAW COAL,OTHER,2.415
384,India,9,Uttar Pradesh,2014,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.258
